Batch_ID,Medicine_Name,Category,Manufacturer,Manufacturing_Date,Expiry_Date,Unit_Cost_USD,Selling_Price_USD,Quantity_In_Stock,Reorder_Level,Sales_Last_30_Days,Storage_Condition,Days_to_Expiry,Daily_Consumption_Rate,Days_to_Exhaust_Stock,Expiry_Risk_Level,AI_Recommendation
BATCH-1444,Paracetamol,Analgesics,Merck,2023-10-25,2026-07-01,38.16,64.49,488,66,108,Refrigerated,912,3.6,135.555555555555,Low Risk,No immediate action required
BATCH-1445,Paracetamol,Analgesics,Merck,2023-04-20,2025-09-27,9.12,13.6,321,87,429,Cool Dry Place,635,14.3,22.4475524475524,Low Risk,No immediate action required
BATCH-1446,Levothyroxine,Endocrinology,AstraZeneca,2023-06-07,2025-07-24,44.79,54.78,183,62,267,Refrigerated,570,8.9,20.5617977528089,Low Risk,No immediate action required
BATCH-1447,Levothyroxine,Endocrinology,Pfizer,2023-03-28,2024-06-21,40.99,68.57,30,53,270,Cool Dry Place,172,9.0,3.33333333333333,Low Risk,Reorder stock soon
BATCH-1448,Paracetamol,Analgesics,Merck,2023-08-12,2025-12-21,14.68,18.85,216,21,505,Cool Dry Place,720,16.8333333333333,12.8316831683168,Low Risk,No immediate action required
BATCH-1449,Albuterol,Respiratory,Novartis,2023-11-09,2025-12-08,13.66,22.98,98,40,385,Refrigerated,707,12.8333333333333,7.63636363636363,Low Risk,No immediate action required
BATCH-1450,Losartan,Cardiology,GlaxoSmithKline,2023-05-29,2025-12-28,28.66,41.31,332,71,159,Refrigerated,727,5.3,62.6415094339622,Low Risk,No immediate action required
BATCH-1451,Metformin,Diabetes,Cipla,2023-12-07,2026-06-16,44.56,59.86,54,29,302,Room Temperature,897,10.0666666666666,5.36423841059602,Low Risk,No immediate action required
BATCH-1452,Metoprolol,Cardiology,Sanofi,2023-09-28,2026-05-11,49.13,75.13,213,94,184,Cool Dry Place,861,6.13333333333333,34.7282608695652,Low Risk,No immediate action required
BATCH-1453,Paracetamol,Analgesics,Merck,2023-09-19,2025-05-22,12.34,19.64,442,39,323,Room Temperature,507,10.7666666666666,41.0526315789473,Low Risk,No immediate action required
BATCH-1454,Lisinopril,Cardiology,Cipla,2023-05-10,2025-01-07,27.24,46.77,88,28,227,Refrigerated,372,7.56666666666666,11.6299559471365,Low Risk,No immediate action required
BATCH-1455,Metoprolol,Cardiology,Novartis,2023-05-12,2026-02-10,32.54,43.1,327,72,60,Room Temperature,771,2.0,163.5,Low Risk,No immediate action required
BATCH-1456,Levothyroxine,Endocrinology,Sanofi,2023-02-18,2024-10-05,39.84,69.17,435,57,370,Cool Dry Place,278,12.3333333333333,35.2702702702702,Low Risk,No immediate action required
BATCH-1457,Omeprazole,Gastroenterology,AstraZeneca,2023-05-07,2024-12-03,21.33,33.81,197,38,125,Room Temperature,337,4.16666666666666,47.2799999999999,Low Risk,No immediate action required
BATCH-1458,Azithromycin,Antibiotics,Cipla,2023-05-29,2026-05-01,36.42,50.27,375,23,375,Cool Dry Place,851,12.5,30.0,Low Risk,No immediate action required
BATCH-1459,Losartan,Cardiology,GlaxoSmithKline,2023-11-16,2025-09-12,33.82,57.44,178,41,336,Refrigerated,620,11.2,15.8928571428571,Low Risk,No immediate action required
BATCH-1460,Azithromycin,Antibiotics,Pfizer,2023-01-29,2025-06-10,40.18,70.37,413,51,256,Room Temperature,526,8.53333333333333,48.3984375,Low Risk,No immediate action required
BATCH-1461,Sertraline,Psychiatry,Cipla,2023-11-01,2026-03-24,11.48,14.07,161,40,451,Cool Dry Place,813,15.0333333333333,10.7095343680709,Low Risk,No immediate action required
BATCH-1462,Levothyroxine,Endocrinology,Cipla,2023-11-01,2025-02-11,43.65,69.59,95,79,189,Refrigerated,407,6.3,15.079365079365,Low Risk,No immediate action required
BATCH-1463,Losartan,Cardiology,GlaxoSmithKline,2023-11-12,2025-05-23,37.6,47.63,151,82,587,Room Temperature,508,19.5666666666666,7.71720613287904,Low Risk,No immediate action required
BATCH-1464,Metformin,Diabetes,Pfizer,2023-07-20,2025-02-01,45.41,69.46,77,60,335,Refrigerated,397,11.1666666666666,6.8955223880597,Low Risk,No immediate action required
BATCH-1465,Omeprazole,Gastroenterology,Cipla,2023-07-23,2025-01-20,15.97,23.49,379,80,141,Room Temperature,385,4.7,80.6382978723404,Low Risk,No immediate action required
BATCH-1466,Metformin,Diabetes,GlaxoSmithKline,2023-08-09,2025-09-08,9.78,16.44,41,44,397,Cool Dry Place,616,13.2333333333333,3.09823677581864,Low Risk,Reorder stock soon
BATCH-1467,Losartan,Cardiology,Cipla,2023-10-08,2025-07-10,10.46,18.71,335,55,137,Room Temperature,556,4.56666666666666,73.3576642335766,Low Risk,No immediate action required
BATCH-1468,Paracetamol,Analgesics,Sanofi,2023-12-30,2025-12-17,22.03,35.16,119,83,528,Cool Dry Place,716,17.6,6.76136363636363,Low Risk,No immediate action required
BATCH-1469,Sertraline,Psychiatry,GlaxoSmithKline,2023-10-26,2026-01-31,7.82,11.66,109,63,236,Room Temperature,761,7.86666666666666,13.8559322033898,Low Risk,No immediate action required
BATCH-1470,Ibuprofen,Analgesics,Novartis,2023-01-22,2024-07-30,19.38,33.23,442,36,22,Refrigerated,211,0.733333333333333,602.727272727272,High Risk,Redistribute to high-demand departments immediately
BATCH-1471,Sertraline,Psychiatry,Merck,2023-11-10,2025-05-23,48.05,71.95,430,28,322,Room Temperature,508,10.7333333333333,40.0621118012422,Low Risk,No immediate action required
BATCH-1472,Omeprazole,Gastroenterology,AstraZeneca,2023-09-29,2026-04-22,26.74,42.71,307,28,244,Refrigerated,842,8.13333333333333,37.7459016393442,Low Risk,No immediate action required
BATCH-1473,Lisinopril,Cardiology,Cipla,2023-07-18,2025-11-19,18.04,30.68,423,46,97,Room Temperature,688,3.23333333333333,130.824742268041,Low Risk,No immediate action required
BATCH-1474,Paracetamol,Analgesics,AstraZeneca,2023-10-17,2026-03-21,22.07,38.09,355,63,496,Room Temperature,810,16.5333333333333,21.4717741935483,Low Risk,No immediate action required
BATCH-1475,Metoprolol,Cardiology,GlaxoSmithKline,2023-07-23,2024-09-24,22.1,30.3,149,84,252,Cool Dry Place,267,8.4,17.7380952380952,Low Risk,No immediate action required
BATCH-1476,Sertraline,Psychiatry,Sanofi,2023-07-05,2025-03-04,41.99,59.74,335,91,94,Refrigerated,428,3.13333333333333,106.914893617021,Low Risk,No immediate action required
BATCH-1477,Atorvastatin,Cardiology,GlaxoSmithKline,2023-05-17,2025-03-24,40.96,66.46,299,83,257,Cool Dry Place,448,8.56666666666666,34.9027237354085,Low Risk,No immediate action required
BATCH-1478,Losartan,Cardiology,AstraZeneca,2023-04-09,2025-08-10,42.02,75.11,419,36,36,Cool Dry Place,587,1.2,349.166666666666,Low Risk,No immediate action required
BATCH-1479,Atorvastatin,Cardiology,Cipla,2023-04-09,2025-09-02,13.24,18.95,353,58,329,Cool Dry Place,610,10.9666666666666,32.1884498480243,Low Risk,No immediate action required
BATCH-1480,Amlodipine,Cardiology,Pfizer,2023-10-12,2025-10-17,28.89,45.56,104,99,386,Room Temperature,655,12.8666666666666,8.08290155440414,Low Risk,No immediate action required
BATCH-1481,Ibuprofen,Analgesics,GlaxoSmithKline,2023-05-26,2025-07-15,13.95,21.63,193,58,518,Room Temperature,561,17.2666666666666,11.1776061776061,Low Risk,No immediate action required
BATCH-1482,Metoprolol,Cardiology,Cipla,2023-04-20,2026-02-15,11.72,17.78,187,86,512,Cool Dry Place,776,17.0666666666666,10.95703125,Low Risk,No immediate action required
BATCH-1483,Atorvastatin,Cardiology,Novartis,2023-03-24,2024-10-27,17.33,28.54,58,76,282,Cool Dry Place,300,9.4,6.17021276595744,Low Risk,Reorder stock soon
BATCH-1484,Ibuprofen,Analgesics,Novartis,2023-06-16,2024-07-09,11.53,20.63,62,65,200,Cool Dry Place,190,6.66666666666666,9.29999999999999,Low Risk,Reorder stock soon
BATCH-1485,Azithromycin,Antibiotics,Sanofi,2023-12-20,2026-03-14,17.88,25.41,45,89,593,Room Temperature,803,19.7666666666666,2.27655986509274,Low Risk,Reorder stock soon
BATCH-1486,Metformin,Diabetes,Novartis,2023-11-18,2025-08-27,16.16,27.63,114,72,182,Room Temperature,604,6.06666666666666,18.7912087912087,Low Risk,No immediate action required
BATCH-1487,Losartan,Cardiology,Cipla,2023-10-30,2026-09-02,38.58,53.83,386,47,160,Refrigerated,975,5.33333333333333,72.375,Low Risk,No immediate action required
BATCH-1488,Metformin,Diabetes,Merck,2023-04-05,2026-01-08,21.69,26.38,12,31,4,Cool Dry Place,738,0.133333333333333,90.0,Low Risk,Reorder stock soon
BATCH-1489,Omeprazole,Gastroenterology,Pfizer,2023-02-11,2024-08-30,39.24,56.05,127,23,427,Room Temperature,242,14.2333333333333,8.92271662763466,Low Risk,No immediate action required
BATCH-1490,Atorvastatin,Cardiology,GlaxoSmithKline,2023-03-24,2024-10-01,3.52,4.45,440,25,106,Room Temperature,274,3.53333333333333,124.528301886792,Low Risk,No immediate action required
BATCH-1491,Gabapentin,Neurology,Cipla,2023-09-21,2025-10-27,28.13,41.88,61,78,219,Cool Dry Place,665,7.3,8.35616438356164,Low Risk,Reorder stock soon
BATCH-1492,Levothyroxine,Endocrinology,Novartis,2023-06-14,2026-02-12,27.28,33.9,65,53,442,Cool Dry Place,773,14.7333333333333,4.41176470588235,Low Risk,No immediate action required
BATCH-1493,Azithromycin,Antibiotics,GlaxoSmithKline,2023-04-14,2024-07-10,9.09,15.39,479,100,274,Room Temperature,191,9.13333333333333,52.4452554744525,Low Risk,No immediate action required
BATCH-1494,Azithromycin,Antibiotics,Sanofi,2023-12-14,2025-09-11,16.83,25.86,265,74,402,Cool Dry Place,619,13.4,19.776119402985,Low Risk,No immediate action required
BATCH-1495,Lisinopril,Cardiology,Pfizer,2023-01-05,2025-12-15,16.73,24.39,156,22,64,Cool Dry Place,714,2.13333333333333,73.125,Low Risk,No immediate action required
BATCH-1496,Lisinopril,Cardiology,Novartis,2023-08-23,2025-03-24,24.35,35.1,157,78,435,Cool Dry Place,448,14.5,10.8275862068965,Low Risk,No immediate action required
BATCH-1497,Metoprolol,Cardiology,Sanofi,2023-12-27,2025-01-11,34.56,59.82,249,88,112,Cool Dry Place,376,3.73333333333333,66.6964285714285,Low Risk,No immediate action required
BATCH-1498,Amlodipine,Cardiology,Novartis,2023-08-06,2026-05-22,11.3,19.55,424,28,516,Cool Dry Place,872,17.2,24.6511627906976,Low Risk,No immediate action required
BATCH-1499,Lisinopril,Cardiology,Merck,2023-07-26,2025-12-09,45.95,60.47,348,92,510,Refrigerated,708,17.0,20.4705882352941,Low Risk,No immediate action required
BATCH-1500,Amoxicillin,Antibiotics,Merck,2023-10-24,2026-01-11,2.63,4.32,148,33,246,Refrigerated,741,8.2,18.0487804878048,Low Risk,No immediate action required
BATCH-1501,Paracetamol,Analgesics,Cipla,2023-02-03,2024-03-15,40.42,67.57,247,95,0,Room Temperature,74,0.0,247000.0,High Risk,Redistribute to high-demand departments immediately
BATCH-1502,Gabapentin,Neurology,AstraZeneca,2023-04-07,2024-09-26,5.45,8.65,211,49,191,Room Temperature,269,6.36666666666666,33.1413612565445,Low Risk,No immediate action required
BATCH-1503,Metoprolol,Cardiology,Merck,2023-12-28,2025-04-27,19.1,33.22,381,74,81,Room Temperature,482,2.7,141.111111111111,Low Risk,No immediate action required
BATCH-1504,Amoxicillin,Antibiotics,Novartis,2023-12-17,2026-08-18,27.84,44.63,79,47,61,Room Temperature,960,2.03333333333333,38.8524590163934,Low Risk,No immediate action required
BATCH-1505,Gabapentin,Neurology,Novartis,2023-09-16,2025-12-30,13.01,19.88,190,88,578,Refrigerated,729,19.2666666666666,9.86159169550173,Low Risk,No immediate action required
BATCH-1506,Amlodipine,Cardiology,AstraZeneca,2023-03-22,2025-06-24,21.68,26.55,457,74,463,Room Temperature,540,15.4333333333333,29.6112311015118,Low Risk,No immediate action required
BATCH-1507,Losartan,Cardiology,Pfizer,2023-01-17,2024-05-14,46.81,70.71,484,60,85,Refrigerated,134,2.83333333333333,170.823529411764,High Risk,Redistribute to high-demand departments immediately
BATCH-1508,Ibuprofen,Analgesics,GlaxoSmithKline,2023-01-16,2025-07-01,1.62,2.86,58,43,183,Refrigerated,547,6.1,9.50819672131147,Low Risk,No immediate action required
BATCH-1509,Sertraline,Psychiatry,Cipla,2023-09-10,2026-02-12,46.94,75.53,458,59,279,Room Temperature,773,9.3,49.2473118279569,Low Risk,No immediate action required
BATCH-1510,Amlodipine,Cardiology,AstraZeneca,2023-09-26,2025-07-16,19.52,24.07,440,100,588,Cool Dry Place,562,19.6,22.4489795918367,Low Risk,No immediate action required
BATCH-1511,Paracetamol,Analgesics,Merck,2023-01-01,2024-08-30,39.5,60.9,116,46,355,Refrigerated,242,11.8333333333333,9.80281690140845,Low Risk,No immediate action required
BATCH-1512,Amoxicillin,Antibiotics,Pfizer,2023-11-23,2026-06-21,35.97,63.47,256,63,581,Room Temperature,902,19.3666666666666,13.2185886402753,Low Risk,No immediate action required
BATCH-1513,Omeprazole,Gastroenterology,Cipla,2023-04-09,2025-10-13,19.62,27.13,6,54,113,Cool Dry Place,651,3.76666666666666,1.5929203539823,Low Risk,Reorder stock soon
BATCH-1514,Azithromycin,Antibiotics,Sanofi,2023-09-08,2026-07-11,26.1,31.89,459,52,367,Refrigerated,922,12.2333333333333,37.5204359673024,Low Risk,No immediate action required
BATCH-1515,Atorvastatin,Cardiology,Pfizer,2023-11-02,2025-06-22,7.03,10.9,476,55,22,Room Temperature,538,0.733333333333333,649.090909090909,High Risk,Redistribute to high-demand departments immediately
BATCH-1516,Paracetamol,Analgesics,Sanofi,2023-08-02,2025-01-10,26.94,48.29,454,65,270,Room Temperature,375,9.0,50.4444444444444,Low Risk,No immediate action required
BATCH-1517,Albuterol,Respiratory,AstraZeneca,2023-09-15,2024-11-25,11.38,14.36,463,58,405,Cool Dry Place,329,13.5,34.2962962962963,Low Risk,No immediate action required
BATCH-1518,Atorvastatin,Cardiology,Merck,2023-01-06,2024-04-16,46.04,69.65,342,70,578,Cool Dry Place,106,19.2666666666666,17.7508650519031,Low Risk,No immediate action required
BATCH-1519,Omeprazole,Gastroenterology,Merck,2023-09-20,2026-01-15,37.51,67.51,144,67,364,Refrigerated,745,12.1333333333333,11.8681318681318,Low Risk,No immediate action required
BATCH-1520,Amoxicillin,Antibiotics,Sanofi,2023-01-23,2024-10-17,15.74,25.2,427,77,593,Room Temperature,290,19.7666666666666,21.6020236087689,Low Risk,No immediate action required
BATCH-1521,Azithromycin,Antibiotics,Sanofi,2023-04-15,2024-11-09,31.06,41.36,372,41,296,Cool Dry Place,313,9.86666666666666,37.7027027027027,Low Risk,No immediate action required
BATCH-1522,Omeprazole,Gastroenterology,Cipla,2023-08-08,2026-05-13,2.53,4.34,452,98,362,Cool Dry Place,863,12.0666666666666,37.4585635359116,Low Risk,No immediate action required
BATCH-1523,Metformin,Diabetes,Cipla,2023-05-23,2026-02-27,33.22,54.22,19,35,455,Refrigerated,788,15.1666666666666,1.25274725274725,Low Risk,Reorder stock soon
BATCH-1524,Metoprolol,Cardiology,Sanofi,2023-06-15,2025-06-28,32.44,43.23,63,99,99,Cool Dry Place,544,3.3,19.090909090909,Low Risk,Reorder stock soon
BATCH-1525,Atorvastatin,Cardiology,Merck,2023-02-27,2025-02-21,13.67,21.61,262,55,335,Cool Dry Place,417,11.1666666666666,23.4626865671641,Low Risk,No immediate action required
BATCH-1526,Omeprazole,Gastroenterology,Cipla,2023-08-17,2026-08-07,49.87,87.6,112,69,434,Cool Dry Place,949,14.4666666666666,7.74193548387096,Low Risk,No immediate action required
BATCH-1527,Sertraline,Psychiatry,Sanofi,2023-10-03,2025-10-24,4.94,6.93,184,81,419,Refrigerated,662,13.9666666666666,13.1742243436754,Low Risk,No immediate action required
BATCH-1528,Amlodipine,Cardiology,Cipla,2023-04-01,2025-11-23,24.19,33.82,374,41,519,Cool Dry Place,692,17.3,21.6184971098265,Low Risk,No immediate action required
BATCH-1529,Lisinopril,Cardiology,Pfizer,2023-10-07,2026-05-22,16.31,22.31,487,21,597,Room Temperature,872,19.9,24.4723618090452,Low Risk,No immediate action required
BATCH-1530,Atorvastatin,Cardiology,Pfizer,2023-06-27,2026-01-05,5.49,7.23,281,57,357,Room Temperature,735,11.9,23.6134453781512,Low Risk,No immediate action required
BATCH-1531,Losartan,Cardiology,Sanofi,2023-04-13,2024-12-11,41.92,73.58,399,81,53,Room Temperature,345,1.76666666666666,225.849056603773,Low Risk,No immediate action required
BATCH-1532,Omeprazole,Gastroenterology,Pfizer,2023-12-03,2026-06-15,4.84,6.81,287,70,404,Refrigerated,896,13.4666666666666,21.3118811881188,Low Risk,No immediate action required
BATCH-1533,Metformin,Diabetes,AstraZeneca,2023-01-11,2024-07-18,19.41,28.34,300,88,249,Refrigerated,199,8.3,36.144578313253,Low Risk,No immediate action required
BATCH-1534,Gabapentin,Neurology,Novartis,2023-02-17,2024-07-22,19.35,29.43,256,97,325,Refrigerated,203,10.8333333333333,23.6307692307692,Low Risk,No immediate action required
BATCH-1535,Metformin,Diabetes,Pfizer,2023-10-06,2024-12-13,19.29,27.32,233,84,522,Room Temperature,347,17.4,13.3908045977011,Low Risk,No immediate action required
BATCH-1536,Albuterol,Respiratory,Pfizer,2023-03-18,2025-06-14,26.59,44.0,62,36,469,Refrigerated,530,15.6333333333333,3.96588486140724,Low Risk,No immediate action required
BATCH-1537,Azithromycin,Antibiotics,Novartis,2023-05-18,2024-06-04,46.64,69.52,220,78,330,Room Temperature,155,11.0,20.0,Low Risk,No immediate action required
BATCH-1538,Amoxicillin,Antibiotics,GlaxoSmithKline,2023-01-27,2024-09-23,45.4,78.69,320,44,103,Cool Dry Place,266,3.43333333333333,93.2038834951456,Low Risk,No immediate action required
BATCH-1539,Metoprolol,Cardiology,Merck,2023-06-20,2025-03-26,5.24,9.18,386,97,77,Refrigerated,450,2.56666666666666,150.38961038961,Low Risk,No immediate action required
BATCH-1540,Albuterol,Respiratory,Novartis,2023-03-29,2026-02-18,9.35,15.38,210,90,506,Refrigerated,779,16.8666666666666,12.4505928853754,Low Risk,No immediate action required
BATCH-1541,Ibuprofen,Analgesics,Pfizer,2023-12-26,2026-03-22,40.02,54.67,232,43,407,Cool Dry Place,811,13.5666666666666,17.1007371007371,Low Risk,No immediate action required
BATCH-1542,Lisinopril,Cardiology,Pfizer,2023-04-13,2026-01-20,48.4,87.1,98,87,490,Room Temperature,750,16.3333333333333,6.0,Low Risk,No immediate action required
BATCH-1543,Sertraline,Psychiatry,Merck,2023-01-15,2026-01-05,36.78,49.87,31,85,532,Refrigerated,735,17.7333333333333,1.74812030075187,Low Risk,Reorder stock soon
BATCH-1544,Levothyroxine,Endocrinology,Pfizer,2023-02-11,2025-04-29,5.44,6.86,347,57,104,Room Temperature,484,3.46666666666666,100.096153846153,Low Risk,No immediate action required
BATCH-1545,Atorvastatin,Cardiology,Merck,2023-11-11,2025-10-25,24.3,32.48,148,79,463,Room Temperature,663,15.4333333333333,9.58963282937365,Low Risk,No immediate action required
BATCH-1546,Amoxicillin,Antibiotics,Sanofi,2023-10-10,2026-06-08,13.39,21.31,434,29,414,Room Temperature,889,13.8,31.4492753623188,Low Risk,No immediate action required
BATCH-1547,Losartan,Cardiology,Pfizer,2023-12-09,2024-12-18,30.98,55.4,338,26,478,Room Temperature,352,15.9333333333333,21.2133891213389,Low Risk,No immediate action required
BATCH-1548,Gabapentin,Neurology,Pfizer,2023-06-06,2024-09-04,40.84,57.59,355,50,97,Cool Dry Place,247,3.23333333333333,109.793814432989,Low Risk,No immediate action required
BATCH-1549,Amoxicillin,Antibiotics,AstraZeneca,2023-01-10,2024-07-04,42.96,53.66,467,43,124,Room Temperature,185,4.13333333333333,112.983870967741,Low Risk,No immediate action required
BATCH-1550,Omeprazole,Gastroenterology,Novartis,2023-11-09,2025-01-20,30.24,38.06,36,26,491,Room Temperature,385,16.3666666666666,2.19959266802443,Low Risk,No immediate action required
BATCH-1551,Sertraline,Psychiatry,Merck,2023-09-29,2026-03-17,24.28,29.48,388,33,112,Room Temperature,806,3.73333333333333,103.928571428571,Low Risk,No immediate action required
BATCH-1552,Losartan,Cardiology,Pfizer,2023-03-24,2025-07-19,35.35,55.02,157,52,219,Refrigerated,565,7.3,21.5068493150684,Low Risk,No immediate action required
BATCH-1553,Losartan,Cardiology,Novartis,2023-05-08,2025-01-19,41.11,49.57,193,60,220,Cool Dry Place,384,7.33333333333333,26.3181818181818,Low Risk,No immediate action required
BATCH-1554,Paracetamol,Analgesics,Pfizer,2023-12-29,2026-06-19,24.03,36.27,493,78,363,Refrigerated,900,12.1,40.7438016528925,Low Risk,No immediate action required
BATCH-1555,Amoxicillin,Antibiotics,AstraZeneca,2023-02-17,2024-11-20,13.89,24.42,128,61,121,Room Temperature,324,4.03333333333333,31.7355371900826,Low Risk,No immediate action required
BATCH-1556,Azithromycin,Antibiotics,Cipla,2023-01-01,2025-02-16,11.69,20.5,33,51,87,Refrigerated,412,2.9,11.3793103448275,Low Risk,Reorder stock soon
BATCH-1557,Atorvastatin,Cardiology,GlaxoSmithKline,2023-11-18,2026-07-06,30.32,37.27,80,27,169,Room Temperature,917,5.63333333333333,14.2011834319526,Low Risk,No immediate action required
BATCH-1558,Lisinopril,Cardiology,Novartis,2023-04-15,2024-12-24,37.69,66.3,243,59,276,Cool Dry Place,358,9.2,26.4130434782608,Low Risk,No immediate action required
BATCH-1559,Metoprolol,Cardiology,AstraZeneca,2023-11-07,2025-05-20,36.87,54.26,160,23,481,Cool Dry Place,505,16.0333333333333,9.97920997920997,Low Risk,No immediate action required
BATCH-1560,Lisinopril,Cardiology,Merck,2023-06-23,2024-08-19,30.45,45.31,43,70,600,Cool Dry Place,231,20.0,2.15,Low Risk,Reorder stock soon
BATCH-1561,Metformin,Diabetes,Cipla,2023-11-28,2026-01-29,29.72,42.43,155,79,297,Room Temperature,759,9.9,15.6565656565656,Low Risk,No immediate action required
BATCH-1562,Losartan,Cardiology,GlaxoSmithKline,2023-01-16,2025-05-06,5.8,8.85,154,64,8,Cool Dry Place,491,0.266666666666666,577.5,High Risk,Redistribute to high-demand departments immediately
BATCH-1563,Gabapentin,Neurology,Cipla,2023-03-18,2024-09-27,41.22,50.56,298,30,334,Cool Dry Place,270,11.1333333333333,26.7664670658682,Low Risk,No immediate action required
BATCH-1564,Losartan,Cardiology,AstraZeneca,2023-07-17,2025-06-06,5.66,7.88,477,82,490,Room Temperature,522,16.3333333333333,29.204081632653,Low Risk,No immediate action required
BATCH-1565,Paracetamol,Analgesics,Cipla,2023-03-15,2025-06-14,5.31,8.96,451,96,549,Refrigerated,530,18.3,24.6448087431694,Low Risk,No immediate action required
BATCH-1566,Gabapentin,Neurology,Sanofi,2023-11-21,2025-09-16,29.14,35.79,421,54,467,Cool Dry Place,624,15.5666666666666,27.0449678800856,Low Risk,No immediate action required
BATCH-1567,Amoxicillin,Antibiotics,GlaxoSmithKline,2023-07-24,2025-06-30,25.91,45.63,155,100,367,Cool Dry Place,546,12.2333333333333,12.6702997275204,Low Risk,No immediate action required
BATCH-1568,Albuterol,Respiratory,Pfizer,2023-12-26,2026-01-09,48.11,63.35,443,22,388,Refrigerated,739,12.9333333333333,34.2525773195876,Low Risk,No immediate action required
BATCH-1569,Lisinopril,Cardiology,GlaxoSmithKline,2023-11-24,2024-11-25,7.64,10.87,161,30,590,Cool Dry Place,329,19.6666666666666,8.1864406779661,Low Risk,No immediate action required
BATCH-1570,Amlodipine,Cardiology,Novartis,2023-09-18,2025-03-31,16.76,20.78,255,42,0,Cool Dry Place,455,0.0,255000.0,High Risk,Redistribute to high-demand departments immediately
BATCH-1571,Albuterol,Respiratory,Pfizer,2023-02-14,2025-07-31,10.09,16.32,266,82,176,Room Temperature,577,5.86666666666666,45.340909090909,Low Risk,No immediate action required
BATCH-1572,Albuterol,Respiratory,Merck,2023-11-05,2025-02-23,21.3,26.78,161,97,3,Refrigerated,419,0.1,1610.0,High Risk,Redistribute to high-demand departments immediately
BATCH-1573,Lisinopril,Cardiology,Sanofi,2023-02-09,2024-11-19,2.7,3.68,250,22,214,Room Temperature,323,7.13333333333333,35.0467289719626,Low Risk,No immediate action required
BATCH-1574,Ibuprofen,Analgesics,Cipla,2023-09-02,2026-01-10,11.08,19.08,383,62,469,Cool Dry Place,740,15.6333333333333,24.4989339019189,Low Risk,No immediate action required
BATCH-1575,Atorvastatin,Cardiology,Merck,2023-02-18,2024-06-21,39.5,47.49,414,45,347,Room Temperature,172,11.5666666666666,35.7925072046109,Low Risk,No immediate action required
BATCH-1576,Azithromycin,Antibiotics,Merck,2023-10-25,2025-01-02,45.17,67.16,202,30,321,Cool Dry Place,367,10.7,18.8785046728971,Low Risk,No immediate action required
BATCH-1577,Levothyroxine,Endocrinology,Pfizer,2023-11-05,2025-07-26,28.63,49.94,124,22,226,Room Temperature,572,7.53333333333333,16.4601769911504,Low Risk,No immediate action required
BATCH-1578,Sertraline,Psychiatry,Cipla,2023-03-25,2024-11-26,19.15,31.24,481,27,363,Cool Dry Place,330,12.1,39.7520661157024,Low Risk,No immediate action required
BATCH-1579,Metformin,Diabetes,Sanofi,2023-02-15,2025-10-15,5.5,7.99,437,61,351,Room Temperature,653,11.7,37.3504273504273,Low Risk,No immediate action required
BATCH-1580,Sertraline,Psychiatry,GlaxoSmithKline,2023-07-23,2025-10-11,46.03,79.56,27,34,530,Refrigerated,649,17.6666666666666,1.52830188679245,Low Risk,Reorder stock soon
BATCH-1581,Amoxicillin,Antibiotics,Sanofi,2023-05-05,2026-02-03,47.98,64.22,353,91,148,Refrigerated,764,4.93333333333333,71.554054054054,Low Risk,No immediate action required
BATCH-1582,Losartan,Cardiology,Novartis,2023-08-08,2025-06-12,41.05,72.03,220,100,562,Room Temperature,528,18.7333333333333,11.7437722419928,Low Risk,No immediate action required
BATCH-1583,Amlodipine,Cardiology,Novartis,2023-07-14,2025-12-09,46.91,65.6,293,37,244,Refrigerated,708,8.13333333333333,36.0245901639344,Low Risk,No immediate action required
BATCH-1584,Amlodipine,Cardiology,Novartis,2023-09-13,2026-04-14,5.35,8.9,472,42,337,Refrigerated,834,11.2333333333333,42.0178041543026,Low Risk,No immediate action required
BATCH-1585,Atorvastatin,Cardiology,GlaxoSmithKline,2023-06-10,2024-09-10,26.4,41.39,419,58,26,Refrigerated,253,0.866666666666666,483.461538461538,High Risk,Redistribute to high-demand departments immediately
BATCH-1586,Metoprolol,Cardiology,GlaxoSmithKline,2023-04-18,2025-07-27,2.22,3.9,362,90,146,Room Temperature,573,4.86666666666666,74.3835616438356,Low Risk,No immediate action required
BATCH-1587,Losartan,Cardiology,Pfizer,2023-12-02,2026-11-05,35.32,58.11,411,63,189,Cool Dry Place,1039,6.3,65.2380952380952,Low Risk,No immediate action required
BATCH-1588,Sertraline,Psychiatry,Novartis,2023-12-09,2026-08-28,11.28,18.13,135,72,532,Cool Dry Place,970,17.7333333333333,7.61278195488721,Low Risk,No immediate action required
BATCH-1589,Paracetamol,Analgesics,Pfizer,2023-09-03,2026-04-10,40.61,55.04,144,21,551,Cool Dry Place,830,18.3666666666666,7.84029038112522,Low Risk,No immediate action required
BATCH-1590,Levothyroxine,Endocrinology,GlaxoSmithKline,2023-11-15,2025-02-26,45.47,68.73,98,63,232,Refrigerated,422,7.73333333333333,12.6724137931034,Low Risk,No immediate action required
BATCH-1591,Amlodipine,Cardiology,Novartis,2023-09-05,2025-12-30,19.66,28.06,178,27,248,Refrigerated,729,8.26666666666666,21.5322580645161,Low Risk,No immediate action required
